,general_genre,book_status,genre,title,author,ratting,total_ratting,kindle_price,audiobook_price,hardcover_price,paperback_price,audioplayer_price,board_book_price,publication_date,file_size,publisher,word_wise,print_length,language,asin,text_to_speach,enhanced_typesetting,x_ray,lending,simultaneous_device_usage,screen_reader,book_content,book_link
129,"Cookbooks, food and wine",,"Cookbooks, Food & Wine","Plants-Only Kitchen: Over 70 Delicious, Super-Simple, Powerful and Protein-Packed Recipes for Busy People",Gaz Oakley,4.8,1465,9.99,0.0,16.62,0.0,0,0.0,20200430,86486,Quadrille Publishing Ltd; 1st edition,Enabled,224,English,B083R9QFJJ,Enabled,Enabled,Enabled,Not Enabled,,,"Plants-Only Kitchen offers an explosion of flavour, with more than 70 vegan recipes that work around your lifestyle. With symbols flagging whether recipes are high-protein, take less than 15 minutes, or are suitable for meal prep and batch cooking, Plants-Only Kitchen explains how best to make a vegan diet work for you. No fuss, no fancy ingredients – just fantastic food using plants, only.  Gaz Oakley (aka @avantgardevegan) has amassed well over a million followers on social media with his exciting vegan dishes, which emphasize that a plant-based diet doesn't mean missing out on taste. In Plants-Only Kitchen, Gaz's recipes are easier than ever before – following his step-by-step instructions, tips and advice, anyone can cook great vegan food.",https://www.amazon.com/Plants-Only-Kitchen-Gaz-Oakley-ebook/dp/B083R9QFJJ/ref=lp_5522571011_1_3?s=books&ie=UTF8&qid=1605123038&sr=1-3
130,"Cookbooks, food and wine",,"Cookbooks, Food & Wine","Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,4.9,10882,16.99,0.0,20.98,0.0,0,0.0,20200407,299226,William Morrow Cookbooks; Illustrated edition,Enabled,348,English,B07XKVQ5VH,Enabled,Enabled,Enabled,Not Enabled,,,"#1 New York Times Bestseller
Following the launch of her #1 New York Times bestselling cookbook, Magnolia Table, and seeing her family’s own sacred dishes being served at other families’ tables across the country, Joanna Gaines gained a deeper commitment to the value of food being shared. This insight inspired Joanna to get back in the kitchen and start from scratch, pushing herself beyond her comfort zone to develop new recipes for her family, and yours, to gather around. Magnolia Table, Volume 2 is filled with 145 new recipes from her own home that she shares with husband Chip and their five kids, and from the couple’s restaurant, Magnolia Table; Silos Baking Co; and new coffee shop, Magnolia Press. From breakfast to dinner, plus breads, soups, and sides, Magnolia Table, Volume 2 gives readers abundant reasons to gather together. The book is beautifully photographed and filled with dishes you’ll want to bring into your own home, including:
Mushroom-Gruyére Quiche
Pumpkin Cream Cheese Bread
Grilled Bruschetta Chicken
Zucchini-Squash Strata
Chicken-Pecan-Asparagus Casserole
Stuffed Pork Loin
Lemon-Lavender Tart
Magnolia Press Chocolate Cake",https://www.amazon.com/Magnolia-Table-Collection-Recipes-Gathering-ebook/dp/B07XKVQ5VH/ref=lp_5522571011_1_4?s=books&ie=UTF8&qid=1605123038&sr=1-4
131,"Cookbooks, food and wine",,"Cookbooks, Food & Wine","Cool Beans: The Ultimate Guide to Cooking with the World's Most Versatile Plant-Based Protein, with 125 Recipes [A Cookbook]",Joe Yonan,4.6,629,14.99,0.0,0.0,0.0,0,0.0,20200204,207079,Ten Speed Press,Enabled,240,English,B07RLRS57C,Enabled,Enabled,Enabled,Not Enabled,,,"Unlock the possibilities of beans, chickpeas, lentils, pulses, and more with 125 fresh, modern recipes for globally inspired vegetarian mains, snacks, soups, and desserts, from a James Beard Award-winning food writer

“This is the bean bible we need.”—Bon Appétit • NAMED ONE OF THE BEST COOKBOOKS OF THE YEAR BY FORBES

After being overlooked for too long in the culinary world, beans are emerging for what they truly are: a delicious, versatile, and environmentally friendly protein. In fact, with a little ingenuity, this nutritious and hearty staple is guaranteed to liven up your kitchen.

Joe Yonan, food editor of the Washington Post,provides a master base recipe for cooking any sort of bean in any sort of appliance—Instant Pot, slow cooker, or stovetop—as well as creative recipes for using beans in daily life, from Harissa-Roasted Carrot and White Bean Dip to Crunchy Spiced Chickpeas to Smoky Black Bean and Plantain Chili. Drawing on the culinary traditions of the Middle East, the Mediterranean, Africa, South America, Asia, and the American South, and with beautiful photography throughout, this book has recipes for everyone. With fresh flavors, vibrant spices, and clever techniques, Yonan shows how beans can make for thrillingdinners, lunches, breakfasts—and even desserts!",https://www.amazon.com/Cool-Beans-Ultimate-Versatile-Plant-Based-ebook/dp/B07RLRS57C/ref=lp_5522571011_1_5?s=books&ie=UTF8&qid=1605123038&sr=1-5
132,"Cookbooks, food and wine",,"Cookbooks, Food & Wine",Dinner in French: My Recipes by Way of France: A Cookbook,Melissa Clark,4.7,406,14.99,0.0,24.97,0.0,0,0.0,20200310,439137,Clarkson Potter,Enabled,331,English,B07T3XGTTZ,Enabled,Enabled,Enabled,Not Enabled,,,"New York Times star food writer Melissa Clark breaks down the new French classics with 150 recipes that reflect a modern yet distinctly French sensibility.

“Melissa Clark’s contemporary eye is just what the chef ordered. Her recipes are traditional yet fresh, her writing is informative yet playful, and the whole package is achingly chic.”—Yotam Ottolenghi

Just as Julia Child brought French cooking to twentieth-century America, so now Melissa Clark brings French cooking into the twenty-first century. She first fell in love with France and French food as a child; her parents spent their August vacations traversing the country in search of the best meals with Melissa and her sister in tow. Near to her heart, France is where Melissa's family learned to cook and eat. And as her own culinary identity blossomed, so too did her understanding of why French food is beloved by Americans.

Now, as one of the nation's favorite cookbook authors and food writers, Melissa updates classic French techniques and dishes to reflect how we cook, shop, and eat today. With recipes such as Salade Nicoise with Haricot Vert, Cornmeal and Harissa Soufflé, Scalloped Potato Gratin, Lamb Shank Cassoulet, Ratatouille Sheet-Pan Chicken, Campari Olive Oil Cake, and Apricot Tarte Tatin (to name a few), Dinner in French will quickly become a go-to resource and endure as an indispensable classic.",https://www.amazon.com/Dinner-French-Recipes-France-Cookbook-ebook/dp/B07T3XGTTZ/ref=lp_5522571011_1_6?s=books&ie=UTF8&qid=1605123038&sr=1-6
133,"Cookbooks, food and wine",,"Cookbooks, Food & Wine",Everyone Can Bake: Simple Recipes to Master and Mix,(Chef) Dominique Ansel,4.7,437,15.86,0.0,16.49,0.0,0,0.0,20200414,207821,Simon & Schuster; Illustrated edition,Enabled,325,English,B07TGF8NGV,Enabled,Enabled,Enabled,Not Enabled,,,"Named one of the best cookbooks of the season by The New York Times, Chowhound, Eater, Food & Wine, Forbes, and more.

Acclaimed pastry chef Dominique Ansel shares his simple, foolproof recipes for tarts, cakes, jams, buttercreams, and more “building blocks” of desserts for home cooks to master and mix as they please.

Dominique Ansel is the creator of beautiful, innovative, and delicious desserts, from the Frozen S’More to the Cronut®, the croissant-doughnut hybrid that took the world by storm. He has been called the world’s best pastry chef. But this wasn’t always the case.

Raised in a large, working-class family in rural France, Ansel could not afford college and instead began work as a baker’s apprentice at age sixteen. There, he learned the basics—how to make tender chocolate cakes, silky custards, buttery shortbread, and more.

Ansel shares these essential, go-to recipes for the first time. With easy-to-follow instructions and kitchen tips, home cooks can master the building-blocks of desserts. These crucial components can be mixed in a variety of ways, and Ansel will show you how: his vanilla tart shell can be rolled out and stamped into cookies; shaped and filled with lemon curd; or even crumbled into a topping for ice cream.

This cookbook will inspire beginners and experienced home cooks alike to bake as imaginatively as Ansel himself.",https://www.amazon.com/Everyone-Can-Bake-Simple-Recipes-ebook/dp/B07TGF8NGV/ref=lp_5522571011_1_7?s=books&ie=UTF8&qid=1605123038&sr=1-7
134,"Cookbooks, food and wine",,Biographies & Memoirs,Always Home: A Daughter's Recipes & Stories: Foreword by Alice Waters,Fanny Singer,4.3,182,15.99,0.0,22.88,0.0,0,0.0,20200331,73732,Knopf,Enabled,337,English,B07TQK7SRD,Enabled,Enabled,Enabled,Not Enabled,,,"A cookbook and culinary memoir about growing up as the daughter of revered chef/restaurateur Alice Waters: a story of food, family, and the need for beauty in all aspects of life.

In this extraordinarily intimate portrait of her mother--and herself--Fanny Singer, daughter of food icon and activist Alice Waters, chronicles a unique world of food, wine, and travel; a world filled with colorful characters, mouth-watering traditions, and sumptuous feasts. Across dozens of vignettes with accompanying recipes, she shares the story of her own culinary coming of age and reveals a side of her legendary mother that has never been seen before. A charming, smart translation of Alice Waters's ideals and attitudes about food for a new generation, Always Home is a loving, often funny, unsentimental, and exquisitely written look at a life defined in so many ways by food, as well as the bond between mother and daughter.",https://www.amazon.com/Always-Home-Daughters-Recipes-Foreword-ebook/dp/B07TQK7SRD/ref=lp_5522571011_1_8?s=books&ie=UTF8&qid=1605123038&sr=1-8
135,"Cookbooks, food and wine",,Regional & International,"My Korea: Traditional Flavors, Modern Recipes",Aki Kamozawa,4.6,139,19.24,0.0,27.99,0.0,0,0.0,20200407,177208,W. W. Norton & Company; Illustrated edition,Enabled,352,English,B07TK42DMB,Enabled,Enabled,Enabled,Not Enabled,,,"An Epicurious Spring 2020 ""Book We Want to Cook from Now"" • An Eater Best Cookbook of Spring 2020 • A Food52 ""Best New Cookbook of 2020…So Far"" • A New York Times ""New Cookbook Worth Buying""



A Michelin-starred chef known for defining Korean food in America brings a powerful culinary legacy into your kitchen.

Simple rice cakes drenched in a spicy sauce. Bulgogi sliders. A scallion pancake (pajeon) the New York Times calls “the essential taste of Korean cuisine.” For years Hooni Kim’s food has earned him raves, including a Michelin Star—the first ever awarded to a Korean restaurant—for Danji. His background in world-class French and Japanese kitchens seamlessly combines with his knowledge of the techniques of traditional Korean cuisine to create uniquely flavorful dishes.

My Korea, his long-awaited debut cookbook, introduces home cooks to the Korean culinary trinity: doenjang, ganjang, and gochujang (fermented soybean paste, soy sauce, and fermented red chili paste). These key ingredients add a savory depth and flavor to the 90 recipes that follow, from banchan to robust stews. His kimchis call upon the best ingredients and balance a meal with a salty, sour, and spicy kick. Elevated classics include one-bowl meals like Dolsot Bibimbap (Sizzling-Hot Stone Bowl Bibimbap), Haemul Sundubu Jjigae (Spicy Soft Tofu Stew with Seafood), and Mul Naengmyeon (Buckwheat Noodles in Chilled Broth). Dishes meant for sharing pair well with soju or makgeolli, an unfiltered rice beer, and include Budae Jjigae (Spicy DMZ Stew) and Fried Chicken Wings.

Complete with thoughtful notes on techniques and sourcing and gorgeous photography from across Korea, this cookbook will be an essential resource for home cooks, a celebration of the deliciousness of Korean food by a master chef.",https://www.amazon.com/My-Korea-Traditional-Flavors-Recipes-ebook/dp/B07TK42DMB/ref=lp_5522571011_1_9?s=books&ie=UTF8&qid=1605123038&sr=1-9
136,"Cookbooks, food and wine",,"Cookbooks, Food & Wine",That Cheese Plate Will Change Your Life: Creative Gatherings and Self-Care with the Cheese By Numbers Method,Marissa Mullen,4.8,731,12.99,0.0,20.99,0.0,0,0.0,20200512,218874,The Dial Press,Enabled,286,English,B07XN8TPB1,Enabled,Enabled,Enabled,Not Enabled,,,"A how-to guide for crafting beautiful and delicious cheese boards for entertaining and self-care, from the creator of the Cheese by Numbers method and the Instagram phenomenon That Cheese Plate

“[Marissa Mullen] takes the guesswork out of the coolest, most solid thing to bring to any party or potluck: the cheese platter.”—Rachael Ray

With her gorgeous, showstopping cheese and charcuterie boards, Marissa Mullen takes cheese to a whole new level. Her simple, step-by-step Cheese by Numbers method breaks the cheese plate down into its basic components—cheese, meat, produce, crunch, dip, garnish—allowing you to create stunning spreads for any occasion.
 
This beautifully designed book goes beyond preparation techniques. According to Mullen, cheese plates can be an important form of artistic self-care, like flower arranging or meditative coloring books—but you can eat the results! That Cheese Plate Will Change Your Life celebrates the ways in which cheese brings people together, and how crafting a cheese plate can be a calming, creativity-bolstering act.

With fifty exquisite, easy-to-make cheese and charcuterie plates, this book will teach you how to relax, enjoy, and indulge— to find your cheesy bliss.",https://www.amazon.com/That-Cheese-Plate-Will-Change-ebook/dp/B07XN8TPB1/ref=lp_5522571011_1_10?s=books&ie=UTF8&qid=1605123038&sr=1-10
137,"Cookbooks, food and wine",,Biographies & Memoirs,Rebel Chef: In Search of What Matters,Dominique Crenn,4.5,138,14.99,0.0,21.06,0.0,0,0.0,20200609,30629,Penguin Press,Enabled,256,English,B07ZN3VK4T,Enabled,Enabled,Enabled,Not Enabled,,,"The inspiring and deeply personal memoir from highly acclaimed chef Dominique Crenn

By the time Dominique Crenn decided to become a chef, at the age of twenty-one, she knew it was a near impossible dream in France where almost all restaurant kitchens were run by men. So, she left her home and everything she knew to move to San Francisco, where she would train under the legendary Jeremiah Tower. Almost thirty years later, Crenn was awarded three Michelin Stars in 2018 for her influential restaurant Atelier Crenn, and became the first female chef in the United States to receive this honor – no small feat for someone who hadn’t gone to culinary school or been formally trained.
 
In Rebel Chef, Crenn tells of her untraditional coming-of-age as a chef, beginning with her childhood in Versailles where she was emboldened by her parents to be curious and independent. But there is another reason Crenn has always felt free to pursue her own unconventional course. Adopted as a toddler, she didn't resemble her parents or even look traditionally French. Growing up she often felt like an outsider, and was haunted by a past she knew nothing about. But after years of working to fill this blank space, Crenn has embraced the power her history gives her to be whoever she wants to be.
 
Here is a disarmingly honest and revealing look at one woman's evolution from a daring young chef to a respected activist. Reflecting on the years she spent working in the male-centric world of professional kitchens, Crenn tracks her career from struggling cook to running one of the world’s most acclaimed restaurants, while at the same time speaking out on restaurant culture, sexism, immigration, and climate change. At once a tale of personal discovery and a tribute to unrelenting determination, Rebel Chef is the story of one woman making a place for herself in the kitchen, and in the world.",https://www.amazon.com/Rebel-Chef-Search-What-Matters-ebook/dp/B07ZN3VK4T/ref=lp_5522571011_1_11?s=books&ie=UTF8&qid=1605123038&sr=1-11
138,"Cookbooks, food and wine",,"Cookbooks, Food & Wine",Beyond the North Wind: Russia in Recipes and Lore [A Cookbook],Darra Goldstein,4.6,141,14.99,0.0,16.88,0.0,0,0.0,20200204,263820,Ten Speed Press,Enabled,320,English,B07RLXLNZC,Enabled,Enabled,Enabled,Not Enabled,,,"100 traditional yet surprisingly modern recipes from the far northern corners of Russia, featuring ingredients and dishes that young Russians are rediscovering as part of their heritage.

NAMED ONE OF THE BEST COOKBOOKS OF THE YEAR BY FORBES

“A necessary resource for food writers and for eaters, a fascinating read and good excuse to make fermented oatmeal.”—Bon Appétit

Russian cookbooks tend to focus on the food that was imported from France in the nineteenth century or the impoverished food of the Soviet era. Beyond the North Wind explores the true heart of Russian food, a cuisine that celebrates whole grains, preserved and fermented foods, and straightforward but robust flavors.

Recipes for a dazzling array of pickles and preserves, infused vodkas, homemade dairy products such as farmers cheese and cultured butter, puff pastry hand pies stuffed with mushrooms and fish, and seasonal vegetable soups showcase Russian foods that are organic and honest--many of them old dishes that feel new again in their elegant minimalism. Despite the country's harsh climate, this surprisingly sophisticated cuisine has an incredible depth of flavor to offer in dishes like Braised Cod with Horseradish, Roast Lamb with Kasha, Black Currant Cheesecake, and so many more.

This home-style cookbook with a strong sense of place and evocative storytelling brings to life a rarely seen portrait of Russia, its people, and its palate--with 100 recipes, gorgeous photography, and essays on the little-known culinary history of this fascinating and wild part of the world.",https://www.amazon.com/Beyond-North-Wind-Recipes-Cookbook-ebook/dp/B07RLXLNZC/ref=lp_5522571011_1_12?s=books&ie=UTF8&qid=1605123038&sr=1-12
139,"Cookbooks, food and wine",,"Cookbooks, Food & Wine",The Baja California Cookbook: Exploring the Good Life in Mexico,Jay Porter,4.5,129,14.99,0.0,12.17,0.0,0,0.0,20200317,403527,Ten Speed Press,Enabled,250,English,B07T8SGNFC,Enabled,Enabled,Enabled,Not Enabled,,,"A joyful exploration of the cuisine of Baja California--hailed as Mexico's Napa Valley--with 60 recipes celebrating the laidback lifestyle found right across the border.

Less than an hour's drive from San Diego, Baja California is an up-and-coming destination for tourists looking to experience the best of what Mexico has to offer. From Baja wine country to incredible seafood along the coast, Baja cuisine showcases grilled meats, freshly caught fish, and produce straight from the garden, all mingled with the salt spray of the Pacific Ocean.

Inspired by the incredible local landscape and his food from the award-winning restaurant Fauna, star chef David Castro Hussong conducts a dreamy exploration of Baja cuisine featuring 60 recipes ranging from street food such as Grilled Halibut Tacos and Chicharrones to more refined dishes such as Grilled Steak in Salsa Negra and Tomatillo-Avocado Salsa. Each chapter features gorgeous photographs of the region and profiles of top food purveyors are scattered throughout, bringing the spirit of Baja into your kitchen, no matter where you live.",https://www.amazon.com/Baja-California-Cookbook-Exploring-Mexico/dp/0399582835/ref=sr_1_17?dchild=1&qid=1605123038&s=books&sr=1-17
140,"Cookbooks, food and wine",,"Cookbooks, Food & Wine",How to Drink Wine: The Easiest Way to Learn What You Like,Grant Reynolds,4.7,161,9.99,0.0,8.73,0.0,0,0.0,20200512,50775,Clarkson Potter,Enabled,153,English,B07W78VWGV,Enabled,Enabled,Enabled,Not Enabled,,Supported,"From grape to glass, this highly readable, charmingly illustrated guide will teach you everything you need to know to enjoy wine.
 
“How to Drink Wine demystifies this topic, taking out the BS and replacing it with fun.”—Mike D, the Beastie Boys
 
Everybody knows that the world of wine can be vast and intimidating and complex. But what few people seem to know is where to start when it comes to learning the basics. How to Drink Wine solves that problem.
 
The path to drinking wine with confidence begins with this very informative, very relatable, very entertaining book, thanks to award-winning sommelier and restaurateur Grant Reynolds and acclaimed writer and founder of The Infatuation, Chris Stang.
 
By reading How to Drink Wine, you will: 
• Acquire some foundational terminology. Cuvée, maceration, sul tes . . . what does it all mean? 
• Learn of the twenty-nine wines you need to know—and about important producers. 
• Find answers to questions you might be embarrassed to ask, like exactly how is rosé made? 
• Start to pair wines with your life instead of your plate. 
• Be able to navigate a wine list and/or store.
 
You probably already know what you like to drink. This book will help you better understand why. And as a result, your knowledge, curiosity, and wine collection will expand. So will your number of friends.",https://www.amazon.com/How-Drink-Wine-Easiest-Learn/dp/1984824686/ref=sr_1_18?dchild=1&qid=1605123038&s=books&sr=1-18
141,"Cookbooks, food and wine",,Politics & Social Sciences,Feasting Wild: In Search of the Last Untamed Food,Gina Rae La Cerva,4.5,41,17.59,0.0,18.52,0.0,0,0.0,20200526,645,Greystone Books,Enabled,330,English,B084318MZM,Enabled,Enabled,Enabled,Not Enabled,,,"A New York Times Book Review Summer Reading Selection
“An intense and illuminating travelogue... offer[ing] a corrective to the patriarchal white gaze promoted by globetrotting eaters like Anthony Bourdain and Andrew Zimmern. La Cerva combines environmental history with feminist memoir to craft a narrative that's more in tune with recent works by Robin Wall Kimmerer, Helen Macdonald and Elizabeth Rush.” —The Wall Street Journal
Two centuries ago, nearly half the North American diet was foraged, hunted, or caught in the wild. Today, so-called “wild foods” are becoming expensive luxuries, served to the wealthy in top restaurants. Meanwhile, people who depend on wild foods for survival and sustenance find their lives forever changed as new markets and roads invade the world’s last untamed landscapes.
In Feasting Wild, geographer and anthropologist Gina Rae La Cerva embarks on a global culinary adventure to trace our relationship to wild foods. Throughout her travels, La Cerva reflects on how colonialism and the extinction crisis have impacted wild spaces, and reveals what we sacrifice when we domesticate our foods —including biodiversity, Indigenous and women’s knowledge, a vital connection to nature, and delicious flavors. In the Democratic Republic of the Congo, La Cerva investigates the violent “bush meat” trade, tracking elicit delicacies from the rainforests of the Congo Basin to the dinner tables of Europe. In a Danish cemetery, she forages for wild onions with the esteemed staff of Noma. In Sweden––after saying goodbye to a man known only as The Hunter––La Cerva smuggles freshly-caught game meat home to New York in her suitcase, for a feast of “heartbreak moose.”
Thoughtful, ambitious, and wide-ranging, Feasting Wild challenges us to take a closer look at the way we eat today, and introduces an exciting new voice in food journalism.
“A memorable, genre-defying work that blends anthropology and adventure.”—Elizabeth Kolbert, New York Times-bestselling author of The Sixth Extinction
“A food book with a truly original take.” —Mark Kurlansky, New York Times bestselling author of Salt: A World History",https://www.amazon.com/Feasting-Wild-Search-Last-Untamed/dp/1771645334/ref=sr_1_19?dchild=1&qid=1605123038&s=books&sr=1-19
142,"Cookbooks, food and wine",,"Cookbooks, Food & Wine",The World Eats Here: Amazing Food and the Inspiring People Who Make It at New York's Queens Night Market,John Wang,4.7,80,9.99,0.0,0.0,0.0,0,0.0,20200512,137048,The Experiment; Illustrated edition,Enabled,268,English,B07WDSZ3H4,Enabled,Enabled,Enabled,Enabled,,,"Prized recipes and tales of home, work, and family—from the immigrant vendor-chefs of NYC’s first and favorite night market

On summer Saturday nights in Queens, New York, mouthwatering scents from Moldova to Mexico fill the air. Children play, adults mingle . . . and, above all, everyone eats. Welcome to the Queens Night Market, where thousands of visitors have come to feast on amazing international food—from Filipino dinuguan to Haitian diri ak djon djon. The World Eats Here brings these incredible recipes from over 40 countries to your home kitchen—straight from the first- and second-generation immigrant cooks who know them best.

With every recipe comes a small piece of the American story: of culture shock and language barriers, of falling in love and following passions, and of family bonds tested then strengthened by cooking. You’ll meet Sangyal Phuntsok, who learned to make dumplings in a refugee school for Tibetan children; now, his Tibetan Beef Momos with Hot Sauce sell like hotcakes in New York City. And Liia Minnebaeva will blow you away with her Bashkir Farm Cheese Donuts—a treat from her childhood in Oktyabrsky in western Russia.

Though each story is unique, they all celebrate one thing: Food brings people together, and there’s no better proof of that than the Queens Night Market, where flavors from all over the world can be enjoyed in one unforgettable place.",https://www.amazon.com/World-Eats-Here-International-Cooking_Recipes/dp/1615196633/ref=sr_1_20?dchild=1&qid=1605123038&s=books&sr=1-20
143,History,Best Seller,Biographies & Memoirs,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.7,9081,14.99,0.0,18.24,23.79,0,0.0,20200225,4266,Crown,Enabled,546,English,B07TRVW6VX,Enabled,Enabled,Enabled,Not Enabled,,,"#1 NEW YORK TIMES BESTSELLER • The author of The Devil in the White City and Dead Wake delivers an intimate chronicle of Winston Churchill and London during the Blitz—an inspiring portrait of courage and leadership in a time of unprecedented crisis

One of Chicago Tribune’s Best Books of the Year So Far • “A bravura performance by one of America’s greatest storytellers.”—NPR

“Churchill’s lessons of resilience and his style of steady-handed leadership are essential to the state of mind of American readers.”—Vanity Fair

On Winston Churchill’s first day as prime minister, Adolf Hitler invaded Holland and Belgium. Poland and Czechoslovakia had already fallen, and the Dunkirk evacuation was just two weeks away. For the next twelve months, Hitler would wage a relentless bombing campaign, killing 45,000 Britons. It was up to Churchill to hold his country together and persuade President Franklin Roosevelt that Britain was a worthy ally—and willing to fight to the end.

In The Splendid and the Vile, Erik Larson shows, in cinematic detail, how Churchill taught the British people “the art of being fearless.” It is a story of political brinkmanship, but it’s also an intimate domestic drama, set against the backdrop of Churchill’s prime-ministerial country home, Chequers; his wartime retreat, Ditchley, where he and his entourage go when the moon is brightest and the bombing threat is highest; and of course 10 Downing Street in London. Drawing on diaries, original archival documents, and once-secret intelligence reports—some released only recently—Larson provides a new lens on London’s darkest year through the day-to-day experience of Churchill and his family: his wife, Clementine; their youngest daughter, Mary, who chafes against her parents’ wartime protectiveness; their son, Randolph, and his beautiful, unhappy wife, Pamela; Pamela’s illicit lover, a dashing American emissary; and the advisers in Churchill’s “Secret Circle,” to whom he turns in the hardest moments.
 
The Splendid and the Vile takes readers out of today’s political dysfunction and back to a time of true leadership, when, in the face of unrelenting horror, Churchill’s eloquence, courage, and perseverance bound a country, and a family, together.",https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance-ebook/dp/B07TRVW6VX/ref=lp_7000955011_1_1?s=books&ie=UTF8&qid=1605123052&sr=1-1
144,History,,World,When Time Stopped: A Memoir of My Father's War and What Remains,Ariana Neumann,4.6,588,11.99,0.0,21.11,13.87,0,0.0,20200204,36743,Scribner,Enabled,335,English,B07THBZD4G,Enabled,Enabled,Enabled,Not Enabled,,,"In this astonishing story that “reads like a thriller and is so, so timely” (BuzzFeed) Ariana Neumann dives into the secrets of her father’s past: “Like Anne Frank’s diary, it offers a story that needs to be told and heard” (Booklist, starred review).

In 1941, the first Neumann family member was taken by the Nazis, arrested in German-occupied Czechoslovakia for bathing in a stretch of river forbidden to Jews. He was transported to Auschwitz. Eighteen days later his prisoner number was entered into the morgue book.

Of thirty-four Neumann family members, twenty-five were murdered by the Nazis. One of the survivors was Hans Neumann, who, to escape the German death net, traveled to Berlin and hid in plain sight under the Gestapo’s eyes. What Hans experienced was so unspeakable that, when he built an industrial empire in Venezuela, he couldn’t bring himself to talk about it. All his daughter Ariana knew was that something terrible had happened.

When Hans died, he left Ariana a small box filled with letters, diary entries, and other memorabilia. Ten years later Ariana finally summoned the courage to have the letters translated, and she began reading. What she discovered launched her on a worldwide search that would deliver indelible portraits of a family loving, finding meaning, and trying to survive amid the worst that can be imagined.

A “beautifully told story of personal discovery” (John le Carré), When Time Stopped is an unputdownable detective story and an epic family memoir, spanning nearly ninety years and crossing oceans. Neumann brings each relative to vivid life, and this “gripping, expertly researched narrative will inspire those looking to uncover their own family histories” (Publishers Weekly).",https://www.amazon.com/When-Time-Stopped-Fathers-Remains-ebook/dp/B07THBZD4G/ref=lp_7000955011_1_2?s=books&ie=UTF8&qid=1605123052&sr=1-2
145,History,,History,999: The Extraordinary Young Women of the First Official Jewish Transport to Auschwitz,Heather Dune Macadam,4.7,254,14.28,0.0,0.0,16.99,0,0.0,20191231,3197,Citadel Press; Illustrated edition,Enabled,486,English,B07Q7XBV56,Enabled,Enabled,Enabled,Enabled,,,"A Goodreads Choice Awards Nominee
An Amazon Best of the Year Selection

The untold story of some of WW2’s most hidden figures and the heartbreaking tragedy that unites them all. Readers of Born Survivors and A Train Near Magdeburg will devour the tragic tale of the first 999 women in Auschwitz concentration camp. This is the hauntingly resonant true story that everyone should know.
 
On March 25, 1942, nearly a thousand young, unmarried Jewish women boarded a train in Poprad, Slovakia. Filled with a sense of adventure and national pride, they left their parents’ homes wearing their best clothes and confidently waving good-bye. Believing they were going to work in a factory for a few months, they were eager to report for government service. Instead, the young women—many of them teenagers—were sent to Auschwitz. Their government paid 500 Reich Marks (about $200) apiece for the Nazis to take them as slave labor. Of those 999 innocent deportees, only a few would survive.
 
The facts of the first official Jewish transport to Auschwitz are little known, yet profoundly relevant today. These were not resistance fighters or prisoners of war. There were no men among them. Sent to almost certain death, the young women were powerless and insignificant not only because they were Jewish—but also because they were female. Now acclaimed author Heather Dune Macadam reveals their poignant stories, drawing on extensive interviews with survivors, and consulting with historians, witnesses, and relatives of those first deportees to create an important addition to Holocaust literature and women’s history.
 
Includes a foreword by Caroline Moorehead, NYT bestselling author of A Train in Winter!
 
“A fresh, remarkable story of Auschwitz on the 75th anniversary of its liberation.  An uplifting story of the herculean strength of young girls in a staggeringly harrowing situation.”
—Kirkus
 
“Intimate, harrowing… This careful, sympathetic history illuminates an incomprehensible human tragedy.”
—Publishers Weekly
 ",https://www.amazon.com/999-Extraordinary-Official-Transport-Auschwitz-ebook/dp/B07Q7XBV56/ref=lp_7000955011_1_3?s=books&ie=UTF8&qid=1605123052&sr=1-3
